114.297399,22.670031,114.297332,22.670365,114.297221,22.67093,114.296957,22.672187,114.296847,22.672703,114.296567,22.67417,114.296287,22.674927,114.296263,22.674977,114.296112,22.675295,114.296105,22.67531,114.295903,22.675626,114.295816,22.675836,114.297206,22.676199,114.29742,22.676266,114.297086,22.677352,114.295391,22.676969,114.294386,22.676706,114.292642,22.675999,114.290438,22.675075,114.288538,22.67427,114.287008,22.673667,114.285738,22.673129,114.283436,22.672142,114.282768,22.671876,114.281669,22.671424,114.27849,22.670157,114.277008,22.669532,114.275561,22.668938,114.274515,22.668527,114.27194,22.66659,114.271934,22.665459,114.271933,22.664174,114.279473,22.66189,114.28064,22.661617,114.282954,22.661289,114.285491,22.661404,114.296185,22.661564,114.296276,22.662217,114.296319,22.662521,114.296308,22.663617,114.296536,22.66468,114.297187,22.665364,114.297371,22.665792,114.298251,22.665997,114.298066,22.666827,114.297778,22.668019,114.297698,22.66835,114.297574,22.669045,114.297399,22.670031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,碧岭社区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.296287,22.674927,114.296567,22.67417,114.296847,22.672703,114.296957,22.672187,114.297221,22.67093,114.297332,22.670365,114.297399,22.670031,114.297574,22.669045,114.297698,22.66835,114.297778,22.668019,114.298066,22.666827,114.298251,22.665997,114.297371,22.665792,114.297187,22.665364,114.296536,22.66468,114.296308,22.663617,114.296319,22.662521,114.296276,22.662217,114.296185,22.661564,114.302265,22.662158,114.314503,22.664462,114.314975,22.66743,114.315267,22.668113,114.315656,22.668904,114.315564,22.668893,114.315824,22.669406,114.315888,22.670047,114.315241,22.671036,114.315892,22.671309,114.314983,22.674242,114.313653,22.673825,114.313321,22.674424,114.313273,22.674597,114.312884,22.674261,114.312677,22.67416,114.312899,22.675033,114.312299,22.67628,114.311995,22.676912,114.311869,22.677173,114.310913,22.678496,114.310777,22.678684,114.310163,22.680084,114.310148,22.680118,114.309611,22.681069,114.309481,22.6813,114.308739,22.682615,114.307589,22.682028,114.305225,22.680709,114.303175,22.679564,114.301225,22.678721,114.297911,22.677614,114.297086,22.677352,114.29742,22.676266,114.297206,22.676199,114.295816,22.675836,114.295903,22.675626,114.296105,22.67531,114.296112,22.675295,114.296263,22.674977,114.296287,22.674927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,汤坑社区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.319424,22.69027,114.317861,22.691304,114.317427,22.688469,114.317151,22.687763,114.316377,22.685913,114.316084,22.685805,114.312089,22.683812,114.308739,22.682615,114.309481,22.6813,114.309611,22.681069,114.310148,22.680118,114.310163,22.680084,114.310777,22.678684,114.310913,22.678496,114.311869,22.677173,114.311995,22.676912,114.312299,22.67628,114.312899,22.675033,114.312677,22.67416,114.312884,22.674261,114.313273,22.674597,114.313321,22.674424,114.313653,22.673825,114.314983,22.674242,114.315892,22.671309,114.315241,22.671036,114.315888,22.670047,114.315824,22.669406,114.315564,22.668893,114.315656,22.668904,114.315267,22.668113,114.314975,22.66743,114.314503,22.664462,114.315004,22.664421,114.319398,22.663256,114.319522,22.663487,114.319528,22.663494,114.320283,22.664363,114.321821,22.665604,114.322577,22.665885,114.3231,22.66608,114.32364,22.666282,114.324811,22.66641,114.326372,22.666593,114.328457,22.666862,114.329021,22.667285,114.329054,22.667261,114.32854,22.66847,114.327759,22.670306,114.327291,22.671407,114.32677,22.672633,114.325646,22.675109,114.325539,22.675346,114.325269,22.675941,114.324766,22.677049,114.324536,22.677558,114.324104,22.67851,114.32382,22.679136,114.323695,22.679412,114.32307,22.680805,114.321598,22.684165,114.321542,22.684293,114.321277,22.684897,114.321259,22.684938,114.320236,22.687273,114.320234,22.687279,114.319831,22.688682,114.319789,22.68883,114.319562,22.689621,114.319549,22.689983,114.319541,22.690193,114.319424,22.69027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,沙湖社区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.324202,22.685332,114.321949,22.684478,114.321542,22.684293,114.321598,22.684165,114.32307,22.680805,114.323695,22.679412,114.32382,22.679136,114.324104,22.67851,114.324536,22.677558,114.324766,22.677049,114.325269,22.675941,114.325307,22.675856,114.325539,22.675346,114.325646,22.675109,114.32677,22.672633,114.327291,22.671407,114.327759,22.670306,114.32854,22.66847,114.329054,22.667261,114.329021,22.667285,114.328457,22.666862,114.326372,22.666593,114.324811,22.66641,114.32364,22.666282,114.3231,22.66608,114.322577,22.665885,114.321821,22.665604,114.320283,22.664363,114.319528,22.663494,114.319522,22.663487,114.319398,22.663256,114.347159,22.66575,114.34665,22.666144,114.34579,22.666558,114.344913,22.666674,114.344897,22.667137,114.3467,22.671205,114.347361,22.671758,114.347347,22.671807,114.347236,22.67192,114.347109,22.67205,114.345857,22.67248,114.345866,22.672601,114.345351,22.672911,114.345257,22.67306,114.345832,22.675134,114.345934,22.675316,114.345947,22.67547,114.345909,22.675691,114.345469,22.676473,114.345388,22.676705,114.345296,22.676931,114.345288,22.678285,114.345289,22.678328,114.345304,22.679205,114.345306,22.679618,114.345418,22.680004,114.345428,22.680039,114.345372,22.680235,114.345369,22.680242,114.345268,22.680514,114.345141,22.680852,114.345675,22.681154,114.345779,22.681229,114.345768,22.681644,114.345624,22.6821,114.345416,22.682312,114.345393,22.682336,114.345135,22.682419,114.345122,22.682423,114.345041,22.682532,114.345047,22.683032,114.345047,22.683046,114.345024,22.683426,114.344989,22.684037,114.344937,22.684908,114.34492,22.685409,114.344886,22.686413,114.344855,22.68731,114.344375,22.687271,114.342776,22.687514,114.342314,22.687716,114.341579,22.688089,114.340924,22.688418,114.340842,22.688457,114.339808,22.688931,114.339056,22.689317,114.339004,22.689346,114.338197,22.68979,114.3377,22.690061,114.337634,22.690096,114.337413,22.69021,114.337221,22.690307,114.336926,22.690449,114.336635,22.690032,114.33567,22.689902,114.334738,22.689462,114.333727,22.689049,114.333718,22.689046,114.333499,22.688987,114.332294,22.689023,114.331995,22.688917,114.331155,22.688622,114.330695,22.68846,114.329596,22.688003,114.329306,22.68787,114.329157,22.687801,114.327003,22.686491,114.326703,22.686353,114.326221,22.686131,114.325678,22.685916,114.324202,22.685332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,坪环社区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.354659,22.688463,114.354586,22.689041,114.35387,22.689021,114.353717,22.689015,114.352255,22.688914,114.35125,22.688786,114.350207,22.688677,114.348628,22.688344,114.347679,22.688137,114.347575,22.68811,114.346145,22.687677,114.346113,22.687667,114.34498,22.687331,114.344855,22.68731,114.344886,22.686413,114.34492,22.685409,114.344937,22.684908,114.344989,22.684037,114.345024,22.683426,114.345047,22.683046,114.345047,22.683032,114.345041,22.682532,114.345122,22.682423,114.345135,22.682419,114.345393,22.682336,114.345416,22.682312,114.345624,22.6821,114.345768,22.681644,114.345779,22.681229,114.345675,22.681154,114.345141,22.680852,114.345268,22.680514,114.345369,22.680242,114.345372,22.680235,114.345428,22.680039,114.345418,22.680004,114.345306,22.679618,114.345304,22.679205,114.345289,22.678328,114.345288,22.678285,114.345296,22.676931,114.345388,22.676705,114.345469,22.676473,114.345909,22.675691,114.345947,22.67547,114.345934,22.675316,114.345832,22.675134,114.345257,22.67306,114.345351,22.672911,114.345866,22.672601,114.345857,22.67248,114.347109,22.67205,114.347236,22.67192,114.347347,22.671807,114.347361,22.671758,114.3467,22.671205,114.344897,22.667137,114.344913,22.666674,114.34579,22.666558,114.34665,22.666144,114.347159,22.66575,114.353896,22.671704,114.362214,22.675028,114.361733,22.6759,114.360733,22.677558,114.3585,22.681006,114.358147,22.68155,114.357143,22.683012,114.357023,22.683187,114.355696,22.685304,114.355661,22.685361,114.355255,22.686115,114.355113,22.686379,114.354832,22.68729,114.354659,22.688463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,江岭社区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
